10000	100000	100	0.244008
10000	100000	200	0.39272
10000	100000	400	0.834976
10000	100000	100	0.00272949
10000	100000	200	0.0611671
10000	100000	400	0.557051
10000	100000	800	2.28375
10000	100000	800	1.28308
10000	100000	100	0.00248956
10000	100000	200	0.00721857
10000	100000	400	0.0120764
10000	100000	800	0.0234044
10000	100000	100	0.00363491
10000	100000	200	0.00766833
10000	100000	400	0.00938149
10000	100000	800	0.022821
10000	100000	1600	3.17683
10000	100000	1600	3.01324
10000	100000	1600	3.17795
10000	100000	1600	1.04407
10000	100000	100	0.00281173
10000	100000	200	0.00537473
10000	100000	400	0.013089
10000	100000	800	0.0260132
10000	100000	1600	0.0428113
10000	100000	100	0.00262129
10000	100000	200	0.0058631
10000	100000	400	0.00981978
10000	100000	800	0.0208507
10000	100000	1600	0.0420227
10000	100000	100	0.00269342
10000	100000	200	0.00608143
10000	100000	400	0.0103922
10000	100000	800	0.0257282
10000	100000	1600	0.0394299
10000	100000	3200	6.06269
10000	100000	3200	6.14065
10000	100000	3200	6.09603
10000	100000	3200	3.12659
10000	100000	3200	5.12434
10000	100000	3200	6.16844
10000	100000	100	0.00396369
10000	100000	200	0.00508917
10000	100000	400	0.0102024
10000	100000	800	0.0201327
10000	100000	1600	0.038719
10000	100000	100	0.00246755
10000	100000	200	0.00534278
10000	100000	400	0.0111311
10000	100000	800	0.0212059
10000	100000	1600	0.0401579
10000	100000	100	0.00322915
10000	100000	200	0.00533769
10000	100000	400	0.00942756
10000	100000	800	0.0265293
10000	100000	1600	0.0360327
10000	100000	3200	3.89486
10000	100000	3200	5.89727
10000	100000	3200	7.90594
10000	100000	3200	9.90589
10000	100000	6400	30.945
10000	100000	6400	31.0357
10000	100000	6400	30.9838
10000	100000	6400	30.9706
10000	100000	6400	31.0691
10000	100000	6400	30.9946
10000	100000	6400	47.7574
10000	100000	6400	47.8015
10000	100000	6400	47.7821
10000	100000	6400	47.8001
10000	100000	12800	96.6528
10000	100000	12800	96.6722
10000	100000	12800	96.6706
10000	100000	12800	96.6804
10000	100000	12800	96.7216
10000	100000	12800	96.7442
10000	100000	12800	84.1863
10000	100000	12800	84.2129
10000	100000	12800	84.2129
10000	100000	12800	84.2663
