10000	100000	100	0.236174
10000	100000	100	0.00350614
10000	100000	200	0.402105
10000	100000	200	0.14548
10000	100000	100	0.00341576
10000	100000	200	0.0794939
10000	100000	100	0.00378408
10000	100000	200	0.00716876
10000	100000	400	0.959068
10000	100000	400	0.516725
10000	100000	400	0.0988538
10000	100000	400	0.969732
10000	100000	100	0.00364214
10000	100000	200	0.282821
10000	100000	400	0.595322
10000	100000	800	2.5131
10000	100000	800	2.51677
10000	100000	800	1.25504
10000	100000	800	2.52863
10000	100000	800	2.53571
10000	100000	1600	4.91197
10000	100000	1600	4.91459
10000	100000	1600	4.92263
10000	100000	1600	4.92337
10000	100000	1600	4.92705
10000	100000	3200	10.0761
10000	100000	3200	10.0794
10000	100000	3200	10.0914
10000	100000	3200	10.0972
10000	100000	3200	10.1066
10000	100000	6400	21.1431
10000	100000	6400	21.1434
10000	100000	6400	21.1571
10000	100000	6400	21.2023
10000	100000	6400	21.2148
10000	100000	12800	42.8444
10000	100000	12800	42.827
10000	100000	12800	42.8809
10000	100000	12800	42.8995
10000	100000	12800	42.9164
10000	100000	100	0.22187
10000	100000	100	0.00261789
10000	100000	200	0.350293
10000	100000	200	0.0823704
10000	100000	100	0.00381296
10000	100000	200	0.00600746
10000	100000	100	0.00277875
10000	100000	400	0.909321
10000	100000	200	0.00528385
10000	100000	400	0.48891
10000	100000	400	0.929538
10000	100000	100	0.00281226
10000	100000	200	0.147361
10000	100000	400	1.22343
10000	100000	400	0.62557
10000	100000	800	2.45799
10000	100000	800	2.46838
10000	100000	800	1.22603
10000	100000	800	1.21309
10000	100000	800	2.49263
10000	100000	1600	2.51081
10000	100000	1600	2.46926
10000	100000	1600	2.51606
10000	100000	1600	2.4862
10000	100000	1600	2.51448
10000	100000	3200	9.63547
10000	100000	3200	9.63913
10000	100000	3200	9.65087
10000	100000	3200	9.66988
10000	100000	3200	9.66693
10000	100000	6400	21.0499
10000	100000	6400	21.0754
10000	100000	6400	21.0869
10000	100000	6400	21.1097
10000	100000	6400	21.0884
10000	100000	12800	43.3934
10000	100000	12800	43.4365
10000	100000	12800	43.4152
10000	100000	12800	43.4115
10000	100000	12800	43.4355
10000	100000	100	0.289239
10000	100000	100	0.00264518
10000	100000	200	0.348094
10000	100000	200	0.149157
10000	100000	100	0.00274516
10000	100000	200	0.125002
10000	100000	100	0.00338935
10000	100000	200	0.00549851
10000	100000	400	1.03537
10000	100000	400	0.552384
10000	100000	400	0.188955
10000	100000	400	1.06541
10000	100000	100	0.00260221
10000	100000	200	0.005737
10000	100000	400	0.0114069
10000	100000	800	1.25634
10000	100000	800	1.24389
10000	100000	800	1.24231
10000	100000	800	1.26495
10000	100000	800	0.926556
10000	100000	1600	4.94865
10000	100000	1600	4.94916
10000	100000	1600	4.95484
10000	100000	1600	4.96536
10000	100000	1600	4.96648
10000	100000	3200	10.5449
10000	100000	3200	10.5462
10000	100000	3200	10.5515
10000	100000	3200	10.5617
10000	100000	3200	10.5656
10000	100000	6400	20.3691
10000	100000	6400	20.3742
10000	100000	6400	20.3885
10000	100000	6400	20.4047
10000	100000	6400	20.4101
10000	100000	12800	42.6805
10000	100000	12800	42.6882
10000	100000	12800	42.7061
10000	100000	12800	42.7182
10000	100000	12800	42.7517
